Id_pol	NB_Claim	AMT_Claim
188642	1	738,8014526
185277	1	77,14920045
192112	1	1090,562622
140000	1	339,063446
153695	1	2200,332092
194909	1	17,39907074
154776	1	7145,167969
122107	1	961,5890805
204833	NB_CLAIM:1	580,1625824
216970	1	0
159081	1	1397,803528
146218	1	116,0688629
135155	1	5019,012452
180748	1	0
189362	1	2201,163391
151226	1	1504,725128
198885	1	9727,84863
203470	1	2558,169434
219512	1	0
150128	1	3666,988037
218477	1	2236,560425
174926	2	3461,086303
123900	1	3259,109985
144520	1	1146,611481
178824	1	1043,906067
195755	1	1199,138123
190476	1	9,811523438
200546	1	2742,924134
125611	1	1228,324952
196773	1	1712,501953
149997	1	4056,838623
163228	1	1780,661499
129571	1	9433,494143
135592	1	3841,236695
210595	1	70,16194153
180564	1	4305,377564
214709	1	2300,310608
173152	1	9621,45996
187588	1	2022,283081
141083	1	1304,526672
201125	1	613,6608581
145867	1	4117,470703
182213	1	279,9525146
216252	1	18123,60498
217103	1	3789,443482
121827	1	0
202880	1	5015,948731
174292	1	4546,524536
185132	2	544,3354797
124924	1	0
214229	2	5604,314942
192882	1	50982,31055
129704	1	843,0951233
179172	1	1669,541748
207349	1	3594,866089
114088	1	ANN
207113	1	11695,01806
144023	1	1693,495972
140940	1	4349,446655
197568	1	3919,725586
171597	1	0
143112	1	2693,967407
124453	1	542,372818
181711	1	736,980011
205745	1	319,6759186
146428	1	0
144142	1	368,6191406
185280	1	820,244202
212957	1	750,4336853
147931	1	4798,798462
187773	1	12335,31592
203038	1	3114,735718
111124	1	ANN
218808	1	4193,076416
142454	1	12,64041138
199254	1	10167,22119
207403	1	0
134731	1	6603,370606
177307	1	709,1846924
219426	1	2906,762879
210461	NB_CLAIM:1	271,3895874
144233	2	6346,858887
197336	1	0
148770	1	506,8574982
196310	1	1274,49353
192714	1	423,8908081
127628	1	1735,03418
138627	1	1702,892212
172985	1	636,6654053
153220	1	4384,433716
159908	1	2860,389038
154330	1	332,3601608
166547	1	4172,941772
166644	1	3500,079346
188753	1	477,3110047
142955	1	5525,666016
155320	1	734,3795471
124331	1	0
161800	1	0
134097	2	5358,744873
204301	1	4430,699707
219703	1	3561,636109
221017	1	2317,845337
220313	1	4355,890503
125658	1	1848,735901
186794	1	0
158411	1	0
197457	1	1405,823181
218095	1	2633,626099
150254	1	854,89032
217331	1	3576,573853
170112	2	9099,9624
165352	1	7388,358398
197381	1	434,1615601
157093	1	1912,022828
138041	1	0
138548	1	495,5789795
127042	1	1238,434021
126674	1	2883,617066
176485	1	3828,311279
171262	1	5063,704102
173917	1	6,940200806
159497	1	835,3055423
138308	1	3871,509888
196890	1	577,7661438
202943	1	1501,286316
205094	1	1833,460328
198150	1	1074,819397
215203	1	0
135745	1	2346,23242
195741	1	0
186969	1	661,2180176
166638	1	848,3028263
171242	1	2423,881897
204577	1	314,2812653
214129	1	4401,499512
133792	1	1112,780182
197769	1	4536,553711
215843	1	0
169509	1	1248,957092
126035	1	2998,155029
155973	1	1242,232178
192041	1	10119,53173
183676	1	2,285522461
199974	1	0
149973	1	8922,458498
123427	1	5329,241699
199275	1	624,5873108
187100	1	1106,99936
150343	1	2509,673218
184344	1	6541,803223
214307	1	2981,882264
208614	1	234,2584763
197759	1	172,9050293
162538	1	921,3023985
130484	1	2401,33136
166474	1	666,3928985
122138	1	1530,615326
151352	1	725,8960877
163255	1	1339,471985
136130	1	2479,031983
140005	1	3386,465332
162685	1	3744,009888
148086	1	5202,78772
200695	1	1880,040893
171443	1	2580,6828
199463	1	3849,342041
133077	1	12704,62207
220246	1	169,1277122
192955	1	31695,69141
136486	1	852,0073245
210709	1	1980,078003
121794	1	10998,5874
213436	1	2473,542481
162282	1	6206,90918
163727	1	1452,965423
168231	1	1213,028687
148310	1	3761,125855
136393	1	13881,89648
145636	1	2149,088379
139818	1	1556,946167
158760	1	2698,121155
132196	1	454,412384
162763	1	4103,211548
155910	1	18380,00244
196980	1	8373,62988
197894	1	1890,964966
177033	1	513,2966309
153637	1	9104,603025
167826	1	2249,843994
148946	1	59,87750244
161616	1	764,2796633
122609	1	318,3728027
148377	1	3540,911133
197424	1	801,7569577
104904	1	ANN
130750	1	3802,503296
133155	1	5703,132203
198647	1	7582,940918
173401	1	504,0882569
153918	1	811,0188908
167802	1	1180,267639
126631	1	0
182096	1	2117,715638
183713	1	0
178722	1	1257,911316
146620	1	416,467804
180366	1	6854,956055
140885	1	4205,697143
144716	1	25911,40137
161340	1	827,135193
176810	1	972,578613
152180	1	14901,48047
168080	1	1654,956665
150221	1	131,3858528
208668	1	0
134812	1	4096,624878
161390	1	1278,7565
142926	1	111,168869
201285	1	2398,181579
128981	1	0
124120	1	0
218994	1	18559,28027
217248	1	372,9056396
198444	1	5849,865601
160114	1	7782,404295
132343	1	1867,335389
192034	1	1,162765503
189287	1	2706,305969
150504	1	9356,459475
213404	1	0
189888	1	20042,63819
209032	1	1964,44336
134867	1	0
125262	1	3131,359863
168807	1	2148,561401
198078	1	513,5922089
176947	1	16548,59766
146960	1	1538,274902
188963	1	2012,133911
139146	1	196,8960113
189654	1	2371,842041
205188	1	2209,223511
155822	1	552,7466126
198290	1	3979,779785
181634	2	3737,306763
127122	1	0
169328	2	14503,80908
123829	1	33,50038147
196990	1	2944,493042
140208	1	318,2485199
141432	1	2396,251831
142906	1	1781,64148
169448	1	6662,967773
143397	1	749,4262848
207151	1	3491,544799
147809	1	413,7027283
185104	1	6496,444336
208687	1	268,8365479
137870	1	777,7640993
167629	1	882,359619
208504	1	92,65721513
154769	1	0
137068	1	4268,315918
131735	2	34818,95508
134634	1	3673,366333
145481	1	7866,057128
204991	1	14055,13916
196397	1	588,2264099
218297	1	5688,145752
157383	1	10407,01611
142383	1	19310,46094
129194	1	2725,192566
169118	1	377,645462
149885	1	764,6139217
181322	1	5222,846924
205714	1	1386,10492
164572	1	0
181213	1	2695,962707
130234	1	2753,682312
124996	1	829,4702453
185970	1	4061,489868
182933	1	5901,428101
139803	2	2970,701843
154404	1	2755,673401
160961	1	509,8764038
174156	1	7130,622071
151973	1	20103,33692
145429	1	2446,377869
140686	1	2781,242066
135743	2	667,6448822
173085	1	3509,385498
140194	1	1139,405915
143578	1	1344,663574
199693	1	574,3102112
151135	1	10538,28223
196847	2	3095,278931
126927	1	7464,014648
128491	1	0
164864	1	4438,121338
127828	1	12456,51269
214017	1	3142,092041
195796	1	1967,671692
180757	1	0
188528	1	475,0324402
208617	1	3266,388428
180977	1	0
180106	1	0
171567	1	0
134236	1	542,3602295
125224	1	0
146984	1	5383,025024
128368	1	613,7504883
146946	2	2180,433838
131077	1	287,2680359
215594	1	1921,455506
201236	1	863,3443905
220064	1	0
123995	1	1776,047608
145856	1	1236,645905
161994	1	13258,66846
149298	1	324,7150268
215879	1	4858,724121
124886	1	279,9525146
180142	1	1643,022949
171987	1	834,6729128
156925	1	1340,344849
202306	1	10257,99317
137429	1	1623,632447
207864	1	5772,052368
195127	1	477,9828644
192843	1	0
172096	1	11018,76416
192660	1	597,2677002
183030	2	4179,080201
151879	1	565,9151001
219006	1	574,6070252
169847	1	0
147335	1	538,521698
201845	1	2844,831665
134073	1	4969,289795
160748	1	1092,792297
200093	1	0
159278	1	84,61294553
108319	1	ANN
169108	1	0
205338	1	2135,325257
217373	1	1819,718445
156260	1	2211,472961
202154	1	3629,16211
139479	1	188,7692414
189525	1	1033,616821
208315	1	2662,010376
176823	1	563,492157
123326	1	0
201196	1	716,6315918
176364	NB_CLAIM:2	1110,655884
134407	1	9998,611815
194518	2	8898,97998
148677	1	3380,215942
196775	1	519,4767151
135191	1	4762,817871
198730	1	2754,275574
158430	1	2930,575562
201974	1	885,820953
193588	1	0
148319	1	3837,091919
131507	1	517,8015289
126270	1	8376,659183
135268	1	4772,828613
194724	NB_CLAIM:1	530,9190674
206552	1	656,1681518
189093	1	0
159567	1	384,1355438
161341	1	1357,167664
165014	1	394,6839295
128938	1	2089,773011
129154	1	4389,523316
148234	1	1185,380676
161618	1	0
208158	1	4651,654541
187033	1	2588,302368
132349	1	363,9182282
141914	1	9669,944828
161991	1	1405,917206
180923	1	608,4276123
124563	1	3209,375977
207357	1	355,7539673
173879	1	1833,50647
145750	1	103,5513611
131501	1	1922,874573
150682	1	1825,048462
179637	1	0
126264	1	3194,080811
160649	1	4908,884399
197540	1	6107,360596
161297	1	7285,861816
179697	1	0
212678	1	1304,71756
155018	1	1424,786865
214393	1	164,1803284
159153	1	5649,485962
218796	1	115,4016495
131029	1	958,2423705
148781	1	1231,698486
192895	1	1368,669159
216352	1	283,5451355
122096	1	566,1147766
149721	1	87,84143828
144751	1	520,7064515
220983	1	2035,56665
175715	1	1446,295715
121647	1	1230,343323
127411	2	8903,714355
148348	1	4813,85083
153092	1	1213,752411
140562	1	3976,784546
138552	1	1915,439392
143549	1	1055,921265
195398	1	1039,742615
146417	1	6007,742432
130684	1	1953,890259
146847	1	1065,389831
171500	1	1365,235565
148034	1	2092,327881
164279	1	1005,472595
133326	1	2893,569214
151339	1	0
205666	1	224,270874
185130	1	3065,842346
191584	1	3230,267579
167020	1	3007,461914
155282	1	0
125050	1	414,2775422
204017	1	8870,666018
170733	1	2060,307129
144297	1	298,1020661
133108	1	2281,300232
144094	1	834,0607913
136227	1	8053,833982
220237	1	1320,096863
209248	1	918,857208
131559	1	325,8119202
161455	1	4247,05188
136851	1	818,1232913
196355	1	2853,65918
215246	1	727,4277649
179616	1	0
155919	1	1893,947754
132950	1	4401,367309
208067	1	2777,298523
144773	1	1745,668396
145981	1	2815,586975
131967	2	639,6231995
161307	1	0
143376	1	1497,443573
193900	NB_CLAIM:1	487,7477417
144868	3	2703,179993
174982	1	3137,883545
172607	1	2430,295898
154732	1	1960,92572
191775	1	1142,30484
147865	1	54,23876954
202278	1	5439,803101
157676	1	747,8460388
132045	1	1469,645508
180800	1	0
140015	1	3248,05957
215350	1	337,8386536
161119	1	1513,269104
201745	1	303,0518646
213801	1	256,7027435
206614	1	326,1659546
203525	1	2907,944092
203274	1	44634,36329
122256	1	756,0037538
162285	1	797,8748475
135272	1	314,4060974
169538	1	4882,619751
150516	1	2080,491944
183333	1	248,030365
162709	1	989,818176
181145	1	1463,196167
214141	1	5551,953003
129248	1	496,0390778
172728	1	1692,773438
217973	1	2057,672241
121267	1	2121,257813
188981	1	2934,993713
143389	1	2154,893555
142153	1	3350,859375
205790	1	2156,235718
134315	1	0
182528	1	1838,257508
175234	1	1538,035766
168553	1	2147,657776
189809	1	2434,28064
147411	1	1164,423889
130839	1	140,1464539
128715	1	0
185005	1	1210,405334
199276	1	762,2807925
167196	1	1693,582031
212038	1	1881,845581
217904	NB_CLAIM:2	7807,694828
167419	1	14191,62598
137646	1	0
214099	1	695,5870056
206012	1	2106,445495
170175	1	1199,262359
202108	1	747,1335755
139912	1	2136,424988
128496	1	6662,008301
189238	1	1155,345704
214732	1	1717,210144
160087	1	933,7161255
173314	1	3788,147461
158185	2	3233,255493
169749	1	2030,32782
136961	1	7680,190433
155124	1	979,6631468
204569	1	0
175372	1	0
121690	1	1173,550293
211127	1	2944,259949
142059	2	9119,247068
212164	1	10020,81446
178949	1	9269,188478
163420	1	4350,492553
200484	1	3020,980225
189209	1	3970,866578
125222	2	13797,3501
130286	1	3533,045288
158832	1	4054,320557
142947	1	3257,137207
135239	1	3947,220337
192142	1	0
181529	1	8208,30615
185363	1	1900,08728
209621	1	4684,447998
219200	1	1539,329224
185717	1	1653,317505
128600	1	7536,914063
127886	1	1495,067322
197151	1	821,869629
184830	1	510,4301606
217765	1	0
190163	1	0
161477	2	956,23233
193414	1	64,258667
127192	1	1920,719605
121956	1	2860,337768
220071	1	4120,511719
163368	1	516,4046631
180634	1	34602,70606
169553	2	8482,268558
136428	1	2218,657105
132007	1	10401,12598
168508	1	0
216165	1	888,2169803
190937	1	262,5096131
198448	1	2286,029297
131325	1	18854,6499
201335	1	2212,989807
183412	1	1672,976441
189837	1	1500,113159
203885	1	1837,431885
186510	1	4900,539917
190651	1	1260,186218
214388	1	0
215395	1	237,1679535
159657	1	5446,178101
148087	1	2738,027344
214465	1	528,7645569
147580	1	79,86009983
220982	1	1006,83197
162844	1	5508,80603
175155	1	3042,839722
193207	1	1377,944824
146245	1	2278,343262
145075	1	179,5357018
220821	1	3270,899414
142562	1	2599,551086
145343	1	530,3677368
182167	1	2700,779297
148683	1	1195,132782
198320	1	2601,20874
207666	1	10614,15235
214277	1	0
160383	1	2673,268799
198725	1	7837,889647
192071	1	4369,845703
169417	1	154,086731
125831	1	531,1967468
151870	1	2014,662781
146044	1	321,8574829
127635	1	575,551117
133288	1	3107,833008
211675	1	6759,960938
171271	2	2641,950074
160464	1	693,2472839
185391	1	2409,599121
179457	1	38,92327881
143247	1	9892,708005
161809	1	624,8205872
184979	1	2171,054993
165749	1	7214,333496
168740	1	2167,496155
139457	2	623,5088196
184596	1	0
218104	1	1610,820557
162027	1	2997,246277
157086	1	6379,712402
212406	2	737,9421387
202384	1	2771,306396
209971	1	3931,089478
136850	1	972,3638303
191475	1	3840,570923
177146	1	6207,653321
139669	1	0
207641	1	5294,179688
124024	1	346,1203079
174144	1	1257,154358
180847	3	2714,666565
129826	1	6193,82959
214047	1	6727,97461
152066	1	531,0465088
186798	1	3380,741822
192294	1	2089,440125
130429	1	501,9502259
192557	1	4741,555298
128445	1	558,2226563
144453	1	0
131681	1	1887,84906
145462	1	4102,997681
124811	1	4252,646851
133713	1	40008,38086
207171	1	3845,591309
175248	1	3215,374512
162766	1	997,7006835
194526	1	1851,381775
175286	1	37493,28223
135284	1	5814,629883
134465	1	1063,739411
137576	1	2656,457153
193970	1	1867,655029
126977	1	923,083374
220831	1	618,3839722
158438	1	1194,615967
181822	1	4565,252198
201094	1	2891,402161
203953	1	802,129761
168592	1	1475,087219
207589	1	1736,657227
169179	1	688,7995148
210069	1	4958,105347
184776	1	348,171936
194232	1	7970,712893
176195	1	3506,037598
193264	1	318,6124878
159843	1	3907,028687
211651	1	2871,52478
182780	1	18738,39258
164917	1	1062,237671
125635	1	526,9750672
183796	1	556,163269
141711	1	3116,588745
149266	1	3175,720459
188065	2	2906,956238
218683	1	6318,186767
147430	1	3787,948242
181370	1	2301,098144
208303	1	3157,75708
149348	1	976,0383908
132351	1	66,66229248
196228	2	1530,632996
175508	1	2455,527466
192540	1	837,3507383
206897	1	2012,109741
148745	1	706,3172608
136535	1	255,2121429
177457	1	1296,908478
188539	1	90,75970463
215044	1	598,6237335
202003	1	1272,89209
177035	1	25,57342529
217595	1	594,9512329
197615	1	1830,89209
122267	1	0
133245	1	4221,426636
159789	1	9044,97363
148982	1	1758,231445
138484	1	2542,708008
164660	1	1147,043335
134209	1	3685,721923
156905	1	0
133319	1	991,1002808
190597	1	6433,609863
213913	1	2509,104492
167443	1	1950,14978
191588	1	3007,431152
150351	1	3616,234131
146568	1	4312,562256
144864	1	95,53438568
147707	1	0
150116	1	529,6644287
206386	1	0
209583	1	1639,108703
216559	1	1884,910034
199433	1	1896,233642
149572	1	10968,44238
168728	1	458,5129394
135385	1	2361,743042
149246	1	3086,240479
156992	1	12905,74658
202200	1	3141,042481
196502	1	4327,506226
121305	1	1198,038208
208657	1	3366,375
193700	1	502,5826721
183564	1	934,8268433
210131	1	7623,326663
210677	1	1324,491852
152135	1	3064,477112
205034	1	22073,74658
177394	1	3633,607544
155080	1	537,4416047
155729	1	293,1610108
172819	1	537,5977478
128824	1	1114,373474
189993	1	320,609436
182945	1	0
168371	1	408,4777222
184579	1	1163,331207
146865	1	1989,387085
129595	1	13214,56202
153067	1	0
192214	1	6833,402344
169699	1	4361,247071
161678	1	1466,153321
136385	1	989,6259158
171202	1	6333,115723
136341	1	6799,738769
149197	1	3377,912476
107157	1	ANN
207872	1	2897,359497
199184	1	12661,92627
168896	1	270,3444214
161009	1	10931,88867
153159	1	0
141735	1	2103,296997
214158	NB_CLAIM:1	0
190507	1	618,9694519
177861	1	59,00262452
136803	1	2827,936157
215032	1	0
212081	1	3872,811035
148491	1	9383,214848
139828	1	311,4234009
125439	1	183,7171097
142682	1	451,5682068
202413	1	395,6365814
189038	1	6094,582397
177871	1	2507,704102
144371	1	3784,000122
220632	1	1764,479004
153647	1	688,3963623
174136	1	2834,383667
208768	1	1882,21344
130030	1	0
205444	1	5462,003174
144506	1	3729,855835
159768	1	148,0792236
156654	1	540,0302124
215515	1	16941,15235
191164	1	0
130508	1	102,6621322
209363	1	1529,050049
174934	1	0
197379	1	0
171929	1	3901,001953
213438	1	2613,876526
176464	1	1421,285248
211805	1	10656,47315
139583	1	1315,817047
220551	1	1566,450805
181301	1	1154,450501
111482	1	ANN
124299	1	1886,572632
205148	1	639,4959869
172207	1	1479,021698
148926	1	0
202809	1	4344,958008
137730	1	624,4869233
153964	1	1345,120331
180297	1	2671,313599
127125	1	1245,609192
178692	1	3258,478271
138514	1	2812,326233
199686	1	762,9092558
138220	1	2022,774536
145942	1	2700,710633
165088	1	690,3603516
156894	1	1594,387391
191593	1	0
210895	1	2351,762329
166664	1	2920,421997
188195	1	3101,754639
169829	1	0
210023	1	1511,300995
216293	1	1557,909851
213278	1	2379,307617
122840	1	4240,718994
109220	1	ANN
136412	1	5441,935547
193765	3	4268,202392
158408	1	1790,122559
122039	1	1603,732544
212133	1	2238,112793
203415	1	0
124697	1	4124,719483
216590	1	5969,515869
139377	1	4626,812988
125004	1	7131,678223
154989	1	1656,177796
130351	1	387,1412659
142768	1	1601,018555
162666	1	1761,15271
154427	1	0
183038	1	0
170597	1	0
210834	1	1058,640839
130648	1	3214,756348
182578	1	1242,222199
127323	1	1100,320404
204739	1	0
182883	1	1652,746216
176776	1	6043,78418
187317	1	76,3000488
192259	1	254,6775513
201864	1	1544,692016
144558	1	2503,728882
189481	1	1877,518616
179336	1	837,8422853
175895	1	534,9978332
210725	1	0
176418	1	3075,251221
211118	1	315,0597382
165573	1	1145,88858
191434	1	0
149734	1	4378,695191
197371	1	10937,98242
202819	1	352,149353
165638	1	4092,498047
158275	1	3979,582764
196616	1	793,4880983
123816	2	8271,590333
209866	1	1917,146851
198286	1	720,7088013
165583	1	658,5510864
132755	1	1366,678345
178691	1	1012,983398
128362	1	1026,674561
165628	1	21635,19434
175651	1	555,6716309
185291	1	1962,17633
176197	1	3942,411987
144992	1	4361,734497
215260	1	2233,714417
122277	2	8304,621098
176867	1	204,4533692
173574	1	1075,213074
183285	1	2297,988098
188165	1	1756,85083
170889	1	0
179671	1	1420,707641
219160	1	466,8093567
214695	1	1089,331055
164204	1	5316,896851
139096	1	11190,34277
182198	2	2148,472412
151338	1	9607,885253
176254	1	1363,358642
201097	1	706,173706
192769	1	2669,169434
200355	1	0
129626	1	0
191144	1	11905,77539
164747	1	2626,970398
172917	1	429,7875824
178766	1	474,6741028
145027	1	3640,625977
125735	1	5075,715454
173513	1	2262,152161
155459	1	0
162499	1	499,0641174
124515	1	1150,79123
182007	1	1006,820801
191864	1	50,6724701
141558	1	3943,364868
166937	1	2109,384338
203820	1	0
144464	1	589,2749634
174152	1	4341,204712
199443	2	14581,07227
208862	1	4343,298706
166438	1	427,9661408
175217	1	72,19143676
136535	1	0
193986	1	5988,912964
122632	1	266,5211792
165054	1	2240,952392
197504	1	2906,990479
152249	1	2797,421265
137158	1	1377,231995
183049	1	2578,365418
199073	1	3100,633667
155845	1	729,0184021
142219	1	3423,366211
213311	1	8339,585453
141653	1	1364,531433
141215	1	4461,731324
172014	1	0
187748	1	0
145031	1	61,32714844
137907	1	5276,740357
158639	1	5392,104126
167435	1	10710,23877
134913	1	5913,058594
188776	1	4593,130737
140983	1	0
197885	1	1095,789917
123214	1	0
208616	1	6213,19043
147651	1	2464,775024
184454	1	1675,212524
199521	1	2906,605042
160662	1	1946,122559
175906	1	882,1082152
146314	1	4647,159668
203359	1	3861,044678
152498	1	0
150845	1	3427,53186
129722	2	8369,12256
124158	1	3701,54773
160734	1	2283,886597
146266	1	535,5108948
191645	2	391,4814148
210807	1	224,1773072
153876	1	2394,943176
128551	2	387,9784699
189988	1	590,1773071
125401	1	6047,418091
165230	1	760,398102
145894	1	9535,718265
174599	1	0
175999	1	746,5227356
133551	3	3337,157227
208550	1	5526,964234
195389	1	0
155381	1	11156,68213
172488	1	1634,839783
173156	1	1274,356385
197975	1	33804,31934
134973	1	4209,719971
190197	1	2513,238281
126828	1	6143,291382
187977	1	0
127018	2	4056,697632
141722	1	1811,660339
155427	1	5505,5896
175362	1	1642,481324
135101	1	3792,888062
140219	1	3025,58313
127024	2	5416,078491
212991	1	1665,179443
156310	1	985,8858945
148438	1	0
148837	1	374,1614914
203162	1	193,1433106
138273	1	22118,60303
121867	1	7580,80371
214947	1	56,74074554
217628	1	2210,781738
166684	1	1449,82663
159528	NB_CLAIM:1	546,741211
170479	1	1453,892212
129676	2	634,2024994
187661	1	6364,513184
184816	1	1379,916504
201825	1	1149,766205
171900	1	2279,452515
218367	1	2897,977478
199026	1	453,911087
184398	1	5874,66687
193338	1	2539,24054
171847	1	2675,620422
